Age,Age 80 to 84,0,0,0,156,256,0,77,0,165,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,54,0,0,0,145,0,0,0,154,0,0,0,50,0,0,78,0,0
Age,Age 85 plus,57,0,68,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender Distribution,Female,176,0,850,777,17190,619,7065,73,35302,6049,692,484,2551,412,291,96,749,1172,180,2504,33148,577,363,88,1017,0,1042,1793,16676,370,16327,3048,2664,948,761,2741,1178,1623,20,1465,7593,2280,40,2693,1984,933
Gender Distribution,Male,297,138,488,136,10914,710,6961,402,28055,6164,699,0,2994,1030,235,0,407,1106,92,2145,37934,1180,865,0,387,693,1030,1598,13519,110,14137,1706,673,214,964,5515,374,1791,132,699,5226,1411,193,937,1669,0
Marital Status,Married,82,138,562,470,14647,746,7700,73,35480,8615,253,484,3481,546,383,0,487,963,180,2586,37268,897,439,0,1267,0,913,2209,15472,110,13276,3370,1153,566,1169,3541,713,1993,132,489,6498,2190,233,2003,2577,365
Marital Status,Widowed,0,0,91,156,1251,0,89,0,646,458,50,0,209,0,0,0,0,0,0,144,952,0,0,88,0,0,148,0,959,0,334,0,301,0,0,100,84,67,0,0,222,0,0,78,0,0
Marital Status,Divorced,57,0,248,64,3153,221,328,260,5364,706,27,0,209,0,0,0,337,586,0,64,5198,0,0,0,0,0,466,75,1681,370,3910,191,52,110,89,216,256,108,0,799,851,489,0,286,79,192
Marital Status,Separated,0,0,0,0,765,0,199,0,1619,88,0,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,807,0,1082,511,0,0,0,0,0,0,0,292,971,0,0,46,0,0
Marital Status,Never married or under 15 years old,334,0,437,223,8288,362,5710,142,20248,2346,1061,0,1646,896,143,96,332,729,92,1855,25977,860,789,0,137,693,545,1107,11276,0,11862,682,1831,486,467,4399,499,1246,20,584,4277,1012,0,1217,997,376
Citizenship,U.S. citizen by naturalization,57,0,510,375,11022,566,2432,239,14620,2782,643,0,1590,265,206,0,214,747,180,925,12899,853,223,88,77,693,1364,1410,6046,370,9033,1693,870,254,769,2398,605,547,0,709,4128,1108,193,1481,845,192
Citizenship,Not a citizen of the U.S.,416,138,828,538,17082,763,11594,236,48737,9431,748,484,3955,1177,320,96,942,1531,92,3724,58183,904,1005,0,1327,0,708,1981,24149,110,21431,3061,2467,908,956,5858,947,2867,152,1455,8691,2583,40,2149,2808,741
Year of Entry,Entered US before 2000,151,0,997,375,15169,893,6664,405,37351,5497,868,285,3073,339,206,0,742,955,180,2090,26889,1077,279,88,353,693,1611,1729,15623,480,14286,2307,1302,1031,1165,3461,1267,713,132,756,6101,3206,233,1754,1140,634
Year of Entry,Entered US in 2000 or later,322,138,341,538,12935,436,7362,70,26006,6716,523,199,2472,1103,320,96,414,1323,92,2559,44193,680,949,0,1051,0,461,1662,14572,0,16178,2447,2035,131,560,4795,285,2701,20,1408,6718,485,0,1876,2513,299
Ability to speak English,Speaks English Less Than Very Well,240,0,137,356,8367,111,7157,0,30696,6091,770,0,1990,0,177,33,422,1249,92,1353,43099,68,754,88,944,0,589,1142,17603,0,12883,1826,1255,23,524,4600,564,1959,10,708,4248,871,0,1402,1696,36
Educational Attainment of population aged 25 or over,Less than high school,0,0,0,0,1286,0,1569,0,3481,1021,0,0,382,0,0,0,88,132,0,190,18269,0,0,0,0,0,193,1118,5561,0,2829,191,438,0,516,994,329,247,0,0,851,0,0,40,491,0
Educational Attainment of population aged 25 or over,High School Graduate/GED or Alternative Credential,0,0,180,239,4547,130,3713,0,19926,3240,123,0,692,0,0,0,0,412,128,273,22325,0,0,0,0,0,1074,559,7298,0,5883,1588,85,0,0,1463,693,1000,10,52,1863,419,0,802,1103,246
Educational Attainment of population aged 25 or over,Some College/Associate Degree,176,0,171,170,5672,196,3122,0,10503,1722,27,484,1235,244,0,0,65,663,0,356,6486,591,56,88,338,0,388,387,4738,0,4030,499,494,84,393,1282,0,826,132,110,2184,1064,0,336,270,198
Educational Attainment of population aged 25 or over,Bachelors Degree or Higher,0,138,747,281,11675,580,1669,475,18519,3703,267,0,2331,1198,383,63,671,624,52,2636,8224,784,724,0,1066,0,417,418,5504,480,9919,1999,1124,590,786,2128,382,351,0,1448,4281,1125,233,1950,839,370
Labor Force by Gender,Males In Civilian Labor Force,94,138,364,0,8986,642,6001,402,23323,5023,187,0,2416,1030,235,0,304,879,0,1534,32450,960,865,0,175,693,713,1553,12340,110,9470,1380,533,191,744,3016,72,1146,132,293,3667,1236,193,918,1219,0
Labor Force by Gender,Females In Civilian Labor Force,0,0,634,155,10998,563,5017,73,24848,4312,269,199,1871,335,291,63,408,819,0,1654,23449,320,272,0,246,0,723,1540,11254,370,10716,2057,1401,506,584,1609,906,929,20,874,3180,1065,40,1574,1014,725
Unemployment by Gender,Unemployed Males,0,0,0,0,584,0,186,167,943,61,46,0,0,0,0,0,0,0,0,108,1171,0,0,0,0,0,0,103,437,0,550,0,0,0,0,0,0,0,0,0,519,0,193,0,0,0
Unemployment by Gender,Unemployed Females,0,0,0,72,656,0,265,0,454,72,0,199,96,0,85,0,0,0,0,0,1512,67,0,0,0,0,0,0,367,370,375,0,0,0,115,0,351,0,0,0,163,0,0,0,0,0
Employment Type,Private Wage and Salary Workers,176,0,466,314,13662,612,9433,402,35038,5252,535,0,3934,173,526,63,712,1091,144,1757,45763,1201,1082,0,858,693,801,2669,19914,370,15341,2467,2100,589,1032,3942,1067,2091,152,1476,6001,2093,40,1747,1252,755
Employment Type,Government Workers,0,138,317,72,2362,371,209,0,1989,756,91,0,679,1192,0,0,0,484,0,1085,1907,0,111,0,107,0,198,0,572,110,942,730,415,195,197,99,65,51,0,102,1073,413,0,535,110,178
Employment Type,Self employed Not incorporated,0,0,206,0,5793,324,1596,73,9699,2725,102,0,210,0,0,0,0,223,0,439,8607,0,0,0,101,0,401,424,3454,0,5045,608,331,0,188,1122,0,536,0,0,599,891,193,503,1483,0
Employment Type,Self employed Incorporated,0,0,68,0,377,0,641,0,5332,529,0,0,98,0,0,0,0,231,0,282,2867,79,0,0,0,0,157,0,662,0,1164,145,0,0,0,93,0,0,0,0,351,0,0,0,0,0
Employment by Industry,"Accommodation and Food Services; and Arts, Entertainment and Recreation",0,0,60,136,2662,142,69,0,5368,130,110,0,673,0,0,0,0,100,0,161,16483,0,0,0,0,0,232,1783,1953,0,1900,260,94,0,0,443,0,306,0,0,1519,117,0,332,0,36
Employment by Industry,Construction,0,0,61,0,1218,0,2678,0,9495,1147,318,0,98,0,0,0,0,513,0,159,10249,376,0,0,0,693,414,0,6456,0,2566,811,0,0,0,1906,0,1022,0,119,231,0,0,0,144,0
Employment by Industry,Education,82,138,404,72,1690,220,221,0,2038,948,0,0,280,1103,143,0,136,182,52,475,1823,97,0,0,107,0,140,121,553,110,864,480,265,279,316,486,65,0,20,102,471,355,0,536,110,178
Employment by Industry,"Finance, Insurance, and Real Estate",0,0,0,0,1091,0,676,70,3881,709,91,0,314,0,0,0,415,0,0,23,1369,0,0,0,0,0,90,59,1567,0,1344,243,0,0,78,484,0,0,0,193,718,573,0,0,160,210
Employment by Industry,Health Care & Social Assistance,0,0,0,0,2478,317,741,0,3203,313,27,0,933,93,291,0,0,140,0,562,2984,178,111,0,645,0,0,0,1091,0,2203,342,390,312,187,204,73,209,0,0,475,574,0,459,326,198
Employment by Industry,Information,0,0,0,95,932,235,0,0,320,191,80,0,292,169,0,0,0,0,0,0,266,0,0,0,0,0,0,0,424,0,304,243,126,0,0,0,0,88,0,0,273,0,0,92,77,0
Employment by Industry,Manufacturing,0,0,242,0,1718,0,612,0,2004,797,0,0,905,0,92,0,0,0,0,0,3481,102,0,0,199,0,62,0,1765,0,631,87,0,0,181,647,642,158,132,334,276,270,0,0,109,192
Employment by Industry,Other Services,0,0,0,0,4766,0,1703,0,5861,1026,50,0,120,0,0,0,161,0,0,532,6140,68,56,0,0,0,0,0,4928,0,5334,55,183,0,0,264,0,175,0,84,495,60,0,350,462,0
Employment by Industry,"Professional, Scientific, Management, and Administrative Services",94,0,173,0,2100,219,2405,312,9898,2740,0,0,206,0,0,0,0,135,92,819,9554,251,272,0,115,0,188,708,2889,370,4012,1030,1326,83,540,782,256,381,0,0,391,963,193,330,1063,119
Employment by Industry,Public Administration,0,0,59,0,824,133,73,0,868,694,0,0,231,0,0,0,0,376,0,634,470,0,0,0,0,0,58,0,251,0,510,250,202,0,0,0,0,51,0,0,667,0,0,63,0,0
Employment by Industry,Retail,0,0,58,83,1421,0,1699,93,4772,753,52,0,622,0,0,63,0,132,0,46,4446,113,754,0,0,0,373,422,1467,0,2353,100,0,110,115,299,0,50,0,584,1380,298,0,290,394,0
Employment by Industry,"Transportation, Warehousing, & Utilities & Natural resources",0,0,0,0,886,63,898,0,2822,0,0,0,247,0,0,0,0,228,0,152,1587,0,0,0,0,0,0,0,786,0,272,109,95,0,0,0,0,0,0,110,1059,187,40,0,0,0
Employment by Industry,Wholesale Trade,0,0,0,0,485,0,104,0,1754,231,0,0,0,0,0,0,0,223,0,0,292,95,0,0,0,0,0,0,472,0,199,0,165,0,0,0,96,238,0,52,69,0,0,333,0,0
Employment by Industry,Other,0,0,0,0,244,0,0,0,155,72,0,199,96,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0
Employment by Occupation,Management & Professional,391,0,472,599,9095,216,3426,308,20300,4986,834,285,2282,77,92,33,580,603,128,2448,17546,837,147,88,644,0,836,596,8732,370,12626,1631,751,461,693,3911,939,935,0,1146,6694,604,233,1375,1380,370
Employment by Occupation,Services,82,0,170,136,8029,381,3070,0,14629,3325,39,0,771,0,291,0,0,377,92,521,29783,68,56,0,0,0,198,2043,9016,0,8065,1154,1758,312,89,1491,329,867,0,84,2028,1571,0,1131,1540,36
Employment by Occupation,Sales and Office,0,0,121,95,4203,276,2411,167,12734,1715,71,0,701,95,0,63,415,331,0,859,6188,298,160,0,0,0,562,336,3136,0,3869,498,92,110,404,303,65,204,10,713,1557,488,0,431,554,210
Employment by Occupation,Construction and Extracion,0,0,61,0,1216,0,2351,0,6890,982,318,0,98,0,0,0,0,645,0,0,10184,376,0,0,0,693,335,0,5970,0,2097,670,0,0,0,1745,0,843,142,119,149,0,0,0,70,0
Employment by Occupation,Maintenance and Repair,0,0,0,0,381,0,175,0,1682,321,50,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,0,546,0,298,228,0,0,167,0,0,0,0,0,467,0,0,0,0,0
Employment by Occupation,"Production, Transportation and Material Moving",0,0,111,0,2274,68,1723,0,2252,644,52,0,997,0,0,0,0,0,0,64,4854,0,754,0,0,0,0,295,1436,0,1156,87,0,0,70,414,154,305,0,0,1193,525,0,54,109,119
Employment by Occupation,Educational Instruction and Library Occupations,0,138,343,0,1329,149,256,0,1522,129,0,0,184,1177,143,0,0,182,52,152,901,0,0,0,0,0,57,121,548,110,492,262,391,279,89,115,65,51,0,102,255,348,0,525,0,0
Employment by Occupation,"Arts, Design, Entertainment, Sports, and Media Occupations",0,0,60,0,1028,74,106,0,1710,39,0,0,0,0,0,0,161,0,0,52,432,0,0,0,115,0,84,0,464,0,847,0,213,0,115,102,0,0,0,0,0,0,0,19,0,0
Employment by Occupation,Healthcare Practitioner and Technical Occupations,0,0,0,83,198,82,508,0,990,0,27,0,77,93,0,0,0,140,0,445,162,178,111,0,645,0,0,0,191,0,840,224,132,0,98,175,0,82,0,0,327,73,0,95,0,198
Employment by Occupation,Other,0,0,0,0,351,83,0,0,571,72,0,199,327,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0
Poverty Status,Individuals Below Poverty,0,0,59,64,2777,0,1652,167,4631,1590,272,0,302,287,143,96,414,953,0,175,5512,444,789,0,145,693,256,0,3837,0,3819,433,1003,23,250,2291,84,631,0,224,1771,877,0,462,258,0
Poverty Status,Individuals Above Poverty,233,138,1217,849,24916,1329,12019,308,58629,10336,1119,484,5012,1155,383,0,742,1325,180,4474,64348,1313,439,88,1259,0,1816,3268,26055,480,26367,4180,2334,1139,1475,5548,1468,2783,132,1677,10823,2639,233,3168,3395,933
Poverty Status,Not Determined,240,0,62,0,411,0,355,0,97,287,0,0,231,0,0,0,0,0,92,0,1222,0,0,0,0,0,0,123,303,0,278,141,0,0,0,417,0,0,20,263,225,175,0,0,0,0
Median Personal Earnings,Median Personal Earnings,0,26000,25000,0,19100,36000,20800,15000,20000,18000,4000,3500,25000,16000,23000,5000,7200,14400,800,32000,20000,10800,7600,12800,9000,3000,35000,21000,20000,30000,20000,17100,15000,20000,11000,8000,17100,11800,70000,20030,9500,12300,5000,16600,14000,25000
Median Personal Earnings,Median Personal Earnings (excl 0 and neg),18000,26000,38000,7600,25000,36000,26000,15000,25000,21900,15000,3500,36100,16000,23000,5000,35600,22000,800,44000,25000,38000,7600,12800,9000,3000,41700,22000,30000,30000,24000,24000,23000,20000,25000,15000,24600,14000,70000,24000,25000,21000,5000,20000,24000,25000
