Employment by Industry,Education,0,0,56,0,2332,57,458,0,86,1814,231,0,0,459,292,0,238,115,46,0,96,1509,271,398,0,130,0,115,105,0,252,0,619,491,0,0,117,180,341,235,419,0,1029,96,256,88,0,116,0
Employment by Industry,"Finance, Insurance, and Real Estate",298,0,159,0,1298,0,246,0,0,4763,266,106,0,91,0,0,0,69,0,0,332,969,0,119,0,0,0,0,436,0,1317,0,800,153,0,85,0,0,0,0,0,0,67,0,296,80,0,0,0
Employment by Industry,Health Care & Social Assistance,0,0,0,0,1600,49,367,0,140,3460,716,0,243,621,265,0,0,321,84,0,153,2282,92,0,0,0,0,0,64,518,685,76,2492,293,0,155,0,49,91,0,61,0,927,171,144,281,0,68,0
Employment by Industry,Information,0,0,63,0,2265,76,157,0,130,956,144,0,0,74,0,0,0,0,0,0,215,594,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,73,0,0,195,95,0,0
Employment by Industry,Manufacturing,0,0,249,0,1463,0,760,0,0,3523,1171,132,0,380,53,0,0,0,0,0,109,3842,399,240,395,110,0,0,112,582,1253,0,1417,0,0,240,124,105,468,0,50,145,403,540,69,269,0,0,0
Employment by Industry,Other Services,0,0,224,0,2640,0,2529,0,153,8257,2437,0,0,442,0,0,124,0,32,0,723,6728,687,0,0,0,0,0,537,0,4297,0,4785,121,0,0,35,0,1618,0,75,68,559,95,606,109,0,0,0
Employment by Industry,"Professional, Scientific, Management, and Administrative Services",0,0,147,0,2753,168,2279,119,168,7935,1371,0,0,418,475,0,0,0,91,0,861,10694,151,0,0,166,0,0,90,83,4483,0,2779,251,0,377,0,220,0,194,0,0,972,776,422,136,0,0,0
Employment by Industry,Public Administration,66,0,0,0,384,0,0,0,86,249,349,0,0,0,0,0,0,106,0,0,156,239,0,0,0,0,0,0,0,0,144,0,144,0,0,0,114,0,0,0,0,0,0,0,510,59,0,0,0
Employment by Industry,Retail,15,0,122,0,3911,104,757,0,58,5042,875,0,0,201,0,0,0,0,0,0,56,2706,86,419,0,114,0,119,0,0,2187,0,180,254,69,237,0,80,1703,143,97,159,197,96,0,81,0,0,0
Employment by Industry,"Transportation, Warehousing, & Utilities & Natural resources",0,35,52,0,1782,207,690,117,151,2573,135,0,0,0,89,0,0,375,0,0,0,1195,0,0,0,0,0,0,58,0,1489,0,659,102,0,0,0,0,254,0,58,54,772,148,0,0,72,0,55
Employment by Industry,Wholesale Trade,0,0,0,57,1027,56,339,0,0,2179,170,45,0,0,0,0,0,0,199,0,0,950,0,0,0,0,0,0,0,0,639,0,85,78,0,0,0,64,0,60,0,0,669,0,0,0,0,0,0
Employment by Industry,Other,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,71,0,416,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0
Employment by Occupation,Management & Professional,66,0,294,0,5199,432,1290,0,323,7689,2019,0,116,993,521,0,0,106,199,0,1654,3673,310,0,185,195,0,0,140,200,1732,0,3302,442,0,145,0,189,189,0,50,229,938,586,590,538,95,0,0
Employment by Occupation,Services,0,0,224,0,5112,0,6401,0,375,17124,2903,0,0,484,0,0,124,0,123,139,1011,28507,930,523,0,330,0,0,879,457,9494,76,6579,395,0,298,157,185,1549,429,0,68,1833,898,948,143,0,0,0
Employment by Occupation,Sales and Office,0,0,249,0,7224,311,1212,236,58,11330,1999,151,0,508,96,0,0,69,0,0,467,5799,465,909,0,195,0,119,436,177,4260,0,2502,543,69,699,114,339,1709,434,277,0,1484,712,530,140,0,0,0
Employment by Occupation,Construction and Extracion,0,0,0,0,1362,0,3665,209,0,15300,2210,142,0,78,0,0,0,0,2908,0,783,11357,0,0,0,0,0,0,346,0,10026,0,2795,370,0,0,0,227,1587,181,256,0,244,0,443,0,0,0,0
Employment by Occupation,Maintenance and Repair,0,0,0,0,662,76,0,0,0,953,225,0,0,447,0,0,0,262,0,0,0,616,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,79,0,0,0,265,0,0,0,0,0,0
Employment by Occupation,"Production, Transportation and Material Moving",313,0,249,0,2727,0,1318,0,0,6417,662,132,0,176,246,0,0,113,0,0,91,6232,118,45,210,0,0,0,222,485,2611,0,1273,0,0,0,124,0,619,0,61,54,980,0,109,108,72,97,55
Employment by Occupation,Educational Instruction and Library Occupations,0,0,56,0,1401,57,352,0,86,1572,77,0,0,234,410,0,238,436,0,0,169,1014,0,0,0,130,0,115,53,83,248,0,422,389,0,148,95,0,341,0,372,0,663,0,68,88,0,116,0
Employment by Occupation,"Arts, Design, Entertainment, Sports, and Media Occupations",0,0,0,0,1793,56,0,0,207,962,314,0,0,108,0,0,0,0,0,0,89,172,54,0,0,96,0,0,150,0,269,74,1377,0,0,0,0,64,34,0,307,0,188,0,313,0,0,0,0
Employment by Occupation,Healthcare Practitioner and Technical Occupations,0,0,0,0,586,49,367,0,0,859,0,0,127,173,147,0,0,0,130,0,80,350,0,0,0,0,0,0,0,0,371,0,1017,42,0,0,0,0,91,0,0,75,395,0,69,281,0,68,0
Employment by Occupation,Other,0,35,0,57,70,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,65,202,0,0,0,0,0,0,0,0,135,0,416,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0
Poverty Status,Individuals Below Poverty,113,0,234,57,3292,0,789,0,215,10167,686,51,17,164,0,0,47,321,707,0,160,7919,778,118,0,0,112,0,48,0,2559,74,3567,515,0,138,722,270,985,612,657,12,786,655,133,34,0,68,0
Poverty Status,Individuals Above Poverty,397,156,1358,73,28121,1147,16822,564,1325,66679,13028,629,243,4057,1886,152,458,552,2653,139,6175,59819,1798,1477,664,914,0,119,2778,1402,34688,147,21071,2142,69,1588,254,1089,6288,909,1879,514,8882,2366,3048,1621,363,347,55
Poverty Status,Not Determined,0,0,0,0,473,104,248,119,0,277,281,0,0,0,0,0,0,113,0,0,0,165,151,0,0,96,0,115,0,141,89,0,289,181,0,0,122,0,76,143,122,0,525,0,412,0,0,0,0
Median Personal Earnings,Median Personal Earnings,33600,1700,21000,-19999,21600,34500,20000,1900,32000,18000,19100,20800,16000,18000,30000,24000,12000,36900,20000,21600,15000,19000,3900,5000,20000,52000,0,16500,35000,30000,20000,3430,22000,11000,2000,25000,0,21000,10000,4300,0,25000,14000,20000,15000,25000,0,640,60000
Median Personal Earnings,Median Personal Earnings (excl 0 and neg),33600,1700,21000,3000,26300,49000,23700,35000,33600,22000,25000,25000,16000,36000,38020,24000,12000,36900,20000,21600,31000,21000,12000,35000,20000,52000,0,16500,35000,30000,24700,53004,27500,16000,2000,39000,2300,32000,16800,11300,5000,25000,25000,24500,19200,70000,94000,640,60000
