Employment Type,Private Wage and Salary Workers,373,774,139,18757,890,11591,612,63,36547,8409,417,0,2814,858,1530,226,264,78,242,2979,55416,1847,1132,0,303,248,275,512,2019,25272,507,13101,1855,941,0,1185,3009,2147,1432,0,506,4860,2217,0,4651,1180,214,386
Employment Type,Government Workers,45,59,0,1999,211,831,0,191,2408,751,0,70,354,106,179,103,0,0,0,799,1138,0,0,0,0,0,0,127,59,1173,0,1014,427,436,162,0,0,0,166,0,48,1218,0,0,384,194,0,0
Employment Type,Self employed Not incorporated,0,0,0,4228,0,2455,0,136,7243,1463,71,0,271,0,0,0,121,93,0,971,7013,64,238,0,129,0,0,62,0,4202,0,2349,0,0,186,0,890,260,0,0,77,1327,294,0,1002,183,65,0
Employment Type,Self employed Incorporated,28,0,0,892,0,443,0,0,6341,0,0,0,134,92,0,0,0,0,0,95,1544,0,0,0,0,0,0,0,0,1823,0,1134,265,104,0,130,246,0,37,0,0,52,74,0,0,78,0,0
Employment by Industry,"Accommodation and Food Services; and Arts, Entertainment and Recreation",0,123,0,3804,244,2752,0,68,4168,1059,112,0,604,69,117,0,121,0,0,212,16977,0,77,0,92,0,174,128,743,2712,0,2903,317,95,0,162,1078,526,376,0,128,479,387,0,987,0,123,118
Employment by Industry,Construction,0,0,0,724,0,4855,150,0,10669,3286,0,0,263,0,0,0,0,16,0,795,13949,0,70,0,0,0,0,125,0,9826,264,2178,222,0,0,0,569,709,0,0,0,334,0,0,573,0,0,0
Employment by Industry,Education,45,59,0,1914,218,288,0,0,2884,498,22,70,552,106,270,103,0,0,0,272,1330,0,426,0,0,0,0,127,59,852,0,636,384,380,162,0,84,0,166,0,48,1035,0,0,231,257,0,19
Employment by Industry,"Finance, Insurance, and Real Estate",0,65,0,2677,104,461,248,0,5454,446,0,0,223,0,116,63,0,0,0,343,2751,0,99,0,0,0,0,0,0,1074,0,1639,62,113,0,0,137,0,50,0,0,268,135,0,816,0,0,0
Employment by Industry,Health Care & Social Assistance,25,182,0,2121,0,1047,0,0,2293,469,185,0,487,0,0,0,0,0,0,427,2508,255,135,0,0,0,0,59,0,1744,0,1096,342,114,0,152,182,159,60,0,0,1581,285,0,130,0,0,133
Employment by Industry,Information,0,0,0,993,0,159,0,0,1378,89,0,0,0,0,717,0,80,0,0,224,389,0,0,0,0,0,0,0,0,784,0,488,0,0,0,0,0,0,0,0,0,444,0,0,406,161,0,0
Employment by Industry,Manufacturing,348,244,139,2059,280,335,0,0,2480,633,0,0,200,683,0,0,77,0,0,0,4858,487,106,0,0,248,101,0,360,1883,0,1169,486,402,0,351,179,127,216,0,203,506,505,0,109,0,0,0
Employment by Industry,Other Services,0,0,0,2657,168,2213,0,0,6124,839,0,0,84,0,0,0,0,93,0,1485,7802,312,0,0,89,0,0,0,0,5480,243,3355,142,0,0,302,1025,0,301,0,0,1156,461,0,938,0,65,0
Employment by Industry,"Professional, Scientific, Management, and Administrative Services",0,160,0,4035,0,2060,144,233,6183,1670,169,0,318,92,379,0,107,0,242,457,7873,391,391,0,129,0,0,58,323,3769,0,1540,209,207,186,265,196,579,92,0,252,306,463,0,524,790,91,0
Employment by Industry,Public Administration,0,0,0,384,87,119,0,89,442,441,0,0,0,0,0,0,0,0,0,334,322,0,0,0,0,0,0,0,0,718,0,618,43,0,0,0,0,0,0,0,0,185,0,0,148,0,0,0
Employment by Industry,Retail,28,0,0,1853,0,951,0,0,5769,552,0,0,314,85,110,163,0,62,0,192,4776,305,66,17,122,0,0,74,593,2050,0,1174,160,0,0,83,695,186,93,0,0,203,148,0,279,427,0,116
Employment by Industry,"Transportation, Warehousing, & Utilities & Natural resources",0,0,0,2458,0,0,70,0,2325,355,0,0,244,21,0,0,0,0,0,0,1722,0,0,0,0,0,0,62,0,1361,0,232,180,170,0,0,0,59,149,48,0,831,153,0,896,0,0,0
Employment by Industry,Wholesale Trade,0,0,0,420,0,80,0,0,2916,286,0,0,284,0,0,0,0,0,0,103,76,161,0,0,0,0,0,68,0,397,0,570,0,0,0,0,0,62,132,0,0,129,48,0,0,0,0,0
Employment by Industry,Other,0,0,0,0,0,48,0,0,295,0,0,0,118,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,292,0,111,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0
Employment by Occupation,Management & Professional,1272,846,139,12391,533,3888,248,329,19568,4355,0,91,2074,1041,163,319,184,397,0,3162,15329,1236,96,0,225,0,372,314,102,8899,74,7409,862,771,182,734,1081,487,677,0,648,5021,760,108,2553,1135,0,67
Employment by Occupation,Services,0,123,0,5287,244,6229,0,0,12380,4014,112,0,778,69,717,0,121,93,0,1873,27410,440,265,0,221,0,174,179,1066,10487,243,7437,701,0,186,237,1949,919,164,0,205,2115,745,0,2139,78,188,0
Employment by Occupation,Sales and Office,28,65,0,5510,87,1858,214,63,14750,1136,0,0,664,170,605,239,80,0,242,589,9058,426,417,17,122,0,0,202,652,4637,0,2784,160,595,0,515,385,453,664,0,100,1052,978,0,1155,586,91,367
Employment by Occupation,Construction and Extracion,0,0,0,466,0,4198,150,0,9138,3029,0,0,263,0,0,0,0,16,0,720,12810,0,70,0,0,0,0,125,0,8861,264,1942,222,0,0,0,569,593,0,0,0,255,0,0,755,0,0,0
Employment by Occupation,Maintenance and Repair,0,0,0,148,0,178,0,0,1725,82,0,0,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,1056,0,208,43,0,0,0,90,0,71,0,0,502,63,0,167,0,0,0
Employment by Occupation,"Production, Transportation and Material Moving",0,67,0,3812,168,1139,0,0,4334,762,0,0,224,21,0,0,0,0,0,0,8342,416,0,0,0,248,101,0,360,2716,0,1119,477,80,0,263,588,175,164,0,0,353,133,0,277,0,0,0
Employment by Occupation,Educational Instruction and Library Occupations,45,152,0,1748,218,344,0,0,1642,628,22,70,552,106,270,27,0,0,0,381,491,0,427,0,0,0,0,67,0,575,0,477,483,266,162,0,84,0,166,0,0,1296,0,0,147,257,0,19
Employment by Occupation,"Arts, Design, Entertainment, Sports, and Media Occupations",0,0,0,1907,0,204,0,68,1866,105,169,0,235,92,117,0,0,0,0,326,868,0,125,0,89,0,0,0,0,306,0,667,0,68,0,0,0,0,0,0,0,224,113,0,84,111,0,0
Employment by Occupation,Healthcare Practitioner and Technical Occupations,25,182,0,441,0,178,0,0,959,83,185,0,171,0,0,0,0,0,0,84,170,92,0,0,0,0,0,0,0,856,0,163,77,114,0,0,0,0,60,0,0,61,75,0,84,115,0,0
Employment by Occupation,Other,0,0,0,193,0,48,0,0,295,0,0,0,118,0,0,0,0,0,0,0,215,235,0,0,0,0,0,0,0,292,0,111,0,0,0,0,0,0,0,48,0,370,0,0,97,0,0,0
Poverty Status,Individuals Below Poverty,0,106,0,3443,93,935,0,0,7354,2310,185,0,839,79,756,0,0,62,0,1376,6845,476,242,0,0,0,38,59,0,4449,243,2011,247,0,0,0,773,210,189,0,0,1616,695,108,956,477,0,0
Poverty Status,Individuals Above Poverty,1370,1329,139,28460,1157,17244,612,358,58510,11947,303,161,3956,1420,1116,558,264,444,242,5759,68569,2038,889,17,657,248,609,828,2180,34236,338,20156,2868,1724,530,1749,3973,2417,1777,48,825,9676,2172,0,6502,1805,156,316
Poverty Status,Not Determined,0,0,0,0,0,85,0,102,793,38,0,0,284,0,0,27,121,0,0,0,395,331,269,0,0,0,0,0,0,0,0,150,0,170,0,0,0,0,0,0,128,0,0,0,0,0,123,137
Median Personal Earnings,Median Personal Earnings,0,18100,50000,20000,18000,20000,44000,20000,16000,15000,12000,0,18100,40000,2400,0,22000,16550,35000,15600,19000,7300,8000,620,2700,75000,6600,27000,18000,18200,6300,19400,25000,5000,5000,18200,15600,37000,24500,20800,1900,12600,13000,3100,16600,8000,10000,19070
Median Personal Earnings,Median Personal Earnings (excl 0 and neg),59000,37000,50000,27100,18000,25000,44000,26700,24000,21400,12000,20000,30000,50000,2400,4100,22000,16550,35000,22000,20800,16000,8000,620,18000,75000,7700,27000,20000,24000,18000,25000,28000,12000,10000,20000,16000,37000,25000,20800,30000,25000,22000,3100,30000,21850,21000,19070
